,date,south,west,north,south campus,south density,west density,north density,south compus density
0,2024-08-30 11:06:23.843637,0.71,0.5,0.45,0.01,16.042105263157897,8.656179775280897,17.162790697674417,21.842016806722686
0,2024-08-30 11:16:25.588149,0.71,0.48,0.45,0.01,16.184070796460176,8.195744680851064,14.470588235294118,22.12085106382979
0,2024-08-30 11:26:27.122279,0.7,0.47,0.45,0.01,14.630399999999998,8.656179775280897,11.18181818181818,22.406896551724138
0,2024-08-30 11:36:28.824092,0.7,0.45,0.46,0.01,13.447058823529412,8.754545454545454,13.924528301886793,22.215384615384615
0,2024-08-30 11:46:30.571914,0.7,0.46,0.45,0.01,14.514285714285714,8.855172413793102,12.098360655737704,21.570124481327802
0,2024-08-30 11:56:32.226872,0.7,0.47,0.45,0.01,13.062857142857142,9.876923076923077,16.4,15.564071856287425
0,2024-08-30 12:06:33.845127,0.69,0.47,0.45,0.01,11.574683544303799,8.754545454545454,16.4,20.227237354085602
0,2024-08-30 12:16:35.433356,0.68,0.47,0.44,0.01,11.798709677419355,10.272,14.759999999999998,21.13170731707317
0,2024-08-30 12:26:37.000834,0.66,0.45,0.44,0.01,14.067692307692308,10.272,14.19230769230769,21.48099173553719
0,2024-08-30 12:36:38.591677,0.65,0.45,0.43,0.01,15.498305084745764,9.395121951219512,14.470588235294118,20.30625
0,2024-08-30 12:46:40.143960,0.64,0.45,0.43,0.01,15.902608695652173,8.656179775280897,15.702127659574467,21.13170731707317
0,2024-08-30 12:56:41.714965,0.64,0.44,0.42,0.01,15.498305084745764,8.855172413793102,15.061224489795919,21.48099173553719
0,2024-08-30 13:06:43.280088,0.64,0.44,0.42,0.01,17.584615384615383,8.56,14.759999999999998,21.217959183673468
0,2024-08-30 13:16:44.904486,0.64,0.44,0.41,0.01,14.99016393442623,8.754545454545454,13.666666666666664,20.14883720930233
0,2024-08-30 13:26:46.455455,0.63,0.42,0.41,0.01,15.114049586776858,8.656179775280897,14.759999999999998,21.304918032786883
0,2024-08-30 13:36:48.062104,0.62,0.42,0.4,0.01,10.39090909090909,9.063529411764705,15.061224489795919,20.227237354085602
0,2024-08-30 13:46:49.691976,0.62,0.4,0.4,0.01,14.748387096774193,8.109473684210528,15.702127659574467,21.392592592592592
0,2024-08-30 13:56:51.231398,0.61,0.39,0.39,0.01,16.32857142857143,8.373913043478261,12.508474576271185,21.304918032786883
0,2024-08-30 14:06:52.877073,0.6,0.39,0.37,0.01,15.368067226890757,7.627722772277227,11.903225806451612,18.43404255319149
0,2024-08-30 14:16:54.395514,0.6,0.39,0.37,0.01,15.76551724137931,7.781818181818182,13.178571428571429,20.07104247104247
0,2024-08-30 14:26:56.165463,0.6,0.38,0.35,0.0,13.546666666666667,8.109473684210528,9.461538461538462,19.04175824175824
0,2024-08-30 14:36:57.636323,0.59,0.36,0.35,0.0,14.176744186046513,8.195744680851064,9.584415584415583,18.304225352112677
0,2024-08-30 14:46:59.241053,0.57,0.34,0.35,0.0,14.99016393442623,9.63,13.924528301886793,20.07104247104247
0,2024-08-30 14:57:00.753887,0.56,0.33,0.35,0.0,14.2875,9.751898734177214,13.418181818181818,17.802739726027397
0,2024-08-30 15:07:02.482907,0.55,0.31,0.34,0.0,12.78881118881119,8.855172413793102,14.470588235294118,18.24
0,2024-08-30 15:17:04.153993,0.54,0.3,0.33,0.0,14.176744186046513,8.855172413793102,13.666666666666664,18.49964412811388
0,2024-08-30 15:27:06.307393,0.53,0.3,0.3,0.0,14.176744186046513,9.063529411764705,13.178571428571429,19.841221374045805
0,2024-08-30 16:56:51.676057,0.44,0.25,0.24,0.0,15.498305084745764,8.195744680851064,13.178571428571429,21.66
0,2024-08-30 17:00:25.698642,0.44,0.25,0.23,0.01,15.24,8.195744680851064,13.666666666666664,18.24
0,2024-08-30 17:10:27.258554,0.42,0.24,0.21,0.01,15.24,7.552941176470588,14.470588235294118,19.253333333333334
0,2024-08-30 17:20:28.786641,0.4,0.23,0.2,0.01,15.498305084745764,9.17142857142857,13.666666666666664,15.334513274336283
0,2024-08-30 17:30:30.637439,0.39,0.23,0.18,0.02,13.750375939849624,8.283870967741935,13.178571428571429,15.517611940298506
0,2024-08-30 17:40:32.296150,0.39,0.23,0.18,0.03,14.2875,7.407692307692307,9.710526315789474,15.37988165680473
0,2024-08-30 17:50:33.933542,0.39,0.23,0.17,0.05,14.748387096774193,8.195744680851064,11.714285714285712,15.244574780058649
0,2024-08-30 18:00:35.545258,0.38,0.22,0.17,0.08,16.042105263157897,7.942268041237114,11.353846153846154,19.765779467680606
0,2024-08-30 18:10:37.259916,0.38,0.22,0.16,0.12,16.184070796460176,7.942268041237114,8.785714285714286,16.04444444444444
0,2024-08-30 18:20:38.867544,0.37,0.22,0.16,0.16,16.777981651376148,8.56,10.695652173913043,17.503030303030304
0,2024-08-30 18:30:40.423992,0.36,0.22,0.16,0.2,15.76551724137931,8.56,11.353846153846154,18.76678700361011
0,2024-08-30 18:40:41.926795,0.36,0.22,0.15,0.22,15.24,8.656179775280897,11.353846153846154,14.89512893982808
0,2024-08-30 18:50:43.464873,0.36,0.22,0.15,0.26,15.114049586776858,9.51111111111111,8.891566265060241,15.111627906976745
0,2024-08-30 19:00:44.957548,0.35,0.22,0.15,0.28,15.498305084745764,9.281927710843373,9.461538461538462,16.715112540192926
0,2024-08-30 19:10:47.631047,0.35,0.21,0.14,0.29,17.091588785046728,9.63,14.19230769230769,22.601739130434783
0,2024-08-30 19:20:49.345149,0.34,0.21,0.14,0.3,16.625454545454545,8.95813953488372,13.178571428571429,24.291588785046727
0,2024-08-30 19:30:51.003911,0.34,0.2,0.13,0.31,14.86829268292683,7.942268041237114,12.098360655737704,23.416216216216213
0,2024-08-30 19:40:52.631859,0.33,0.2,0.12,0.32,16.625454545454545,8.95813953488372,15.061224489795919,23.416216216216213
0,2024-08-30 19:50:54.687532,0.32,0.2,0.11,0.32,16.32857142857143,9.281927710843373,11.903225806451612,24.405633802816904
0,2024-08-30 20:00:57.380810,0.32,0.19,0.11,0.32,17.091588785046728,8.95813953488372,11.353846153846154,24.99230769230769
0,2024-08-30 20:10:59.536157,0.32,0.19,0.1,0.32,12.970212765957447,9.395121951219512,10.852941176470589,25.358048780487803
0,2024-08-30 20:21:01.124612,0.31,0.18,0.1,0.32,14.86829268292683,9.17142857142857,11.903225806451612,25.48235294117647
0,2024-08-30 20:31:03.012690,0.31,0.18,0.09,0.3,15.114049586776858,9.63,11.714285714285712,24.75428571428571
0,2024-08-30 20:41:05.204842,0.31,0.18,0.09,0.3,12.031578947368422,8.465934065934066,16.043478260869563,25.113043478260867
0,2024-08-30 20:52:18.264591,0.31,0.17,0.09,0.29,15.498305084745764,8.855172413793102,17.571428571428573,25.113043478260867
0,2024-08-30 21:02:19.946782,0.31,0.17,0.09,0.28,15.498305084745764,8.855172413793102,17.571428571428573,15.498305084745764
0,2024-08-30 22:02:20.688768,0.29,0.15,0.07,0.18,15.498305084745764,8.855172413793102,17.571428571428573,15.498305084745764
0,2024-08-30 23:02:21.278417,0.28,0.15,0.06,0.0,15.498305084745764,8.855172413793102,17.571428571428573,15.498305084745764
0,2024-08-31 00:02:22.098641,0.29,0.15,0.06,0.0,15.498305084745764,8.855172413793102,17.571428571428573,15.498305084745764
0,2024-08-31 01:02:22.767825,0.27,0.14,0.05,0.0,15.498305084745764,8.855172413793102,17.571428571428573,15.498305084745764
0,2024-08-31 03:02:24.155407,0.31,0.12,0.05,0.0,15.498305084745764,8.855172413793102,17.571428571428573,15.498305084745764
0,2024-08-31 04:02:24.912481,0.31,0.13,0.05,0.0,15.498305084745764,8.855172413793102,17.571428571428573,15.498305084745764
0,2024-08-31 05:02:25.632174,0.31,0.13,0.05,0.0,15.498305084745764,8.855172413793102,17.571428571428573,15.498305084745764
